freq (Hz),Signal 2 (Real),Signal 2 (Imag.),Signal 3 (Real),Signal 3 (Imag.),Signal 4 (Real),Signal 4 (Imag.)
2.285000000000E+02,3.012652E-01,9.421188E-03,-3.145064E-02,-1.339884E-02,2.733801E-02,1.601260E-03
2.290000000000E+02,3.026313E-01,1.131542E-02,-3.200974E-02,-1.434564E-02,2.634590E-02,6.992325E-04
2.295000000000E+02,3.037585E-01,1.158803E-02,-3.274952E-02,-1.428884E-02,2.614850E-02,4.607361E-04
2.300000000000E+02,3.048973E-01,1.084322E-02,-3.350617E-02,-1.367084E-02,2.516708E-02,8.184970E-04
2.305000000000E+02,3.053402E-01,8.841068E-03,-3.337585E-02,-1.309143E-02,2.437301E-02,1.857412E-03
2.310000000000E+02,3.045595E-01,7.473792E-03,-3.293494E-02,-1.175560E-02,2.438151E-02,1.754685E-03
2.315000000000E+02,3.040594E-01,6.842772E-03,-3.271636E-02,-1.128198E-02,2.442148E-02,1.764978E-03
2.320000000000E+02,3.029243E-01,6.523798E-03,-3.190994E-02,-1.112952E-02,2.444999E-02,2.002415E-03
2.325000000000E+02,3.020752E-01,6.201429E-03,-3.129070E-02,-1.102688E-02,2.430583E-02,2.128751E-03
2.330000000000E+02,3.012531E-01,5.863947E-03,-3.044469E-02,-1.084798E-02,2.384670E-02,2.162514E-03
2.335000000000E+02,3.000958E-01,5.900841E-03,-2.965046E-02,-1.055603E-02,2.365199E-02,2.248744E-03
2.340000000000E+02,2.997468E-01,5.806907E-03,-2.939432E-02,-1.041994E-02,2.346663E-02,2.387448E-03
2.345000000000E+02,2.988734E-01,5.570663E-03,-2.882432E-02,-1.059212E-02,2.314228E-02,2.683940E-03
2.350000000000E+02,2.978926E-01,5.867315E-03,-2.839590E-02,-1.098639E-02,2.321284E-02,2.311887E-03
2.355000000000E+02,2.972004E-01,5.916240E-03,-2.773219E-02,-1.096872E-02,2.309316E-02,2.111654E-03
2.360000000000E+02,2.962250E-01,6.262775E-03,-2.689203E-02,-1.100550E-02,2.276679E-02,2.127223E-03
2.365000000000E+02,2.954798E-01,6.839698E-03,-2.651239E-02,-1.099111E-02,2.260845E-02,2.220510E-03
2.370000000000E+02,2.947955E-01,7.344869E-03,-2.605724E-02,-1.127153E-02,2.252270E-02,2.387222E-03
2.375000000000E+02,2.935127E-01,8.094263E-03,-2.546428E-02,-1.197001E-02,2.244871E-02,2.564159E-03
2.380000000000E+02,2.930987E-01,9.048055E-03,-2.489070E-02,-1.223019E-02,2.229004E-02,1.996600E-03
2.385000000000E+02,2.932255E-01,1.024544E-02,-2.477051E-02,-1.302803E-02,2.205921E-02,1.869204E-03
2.390000000000E+02,2.938296E-01,1.108568E-02,-2.489306E-02,-1.364715E-02,2.184601E-02,1.974981E-03
2.395000000000E+02,2.953900E-01,1.158494E-02,-2.538626E-02,-1.373437E-02,2.179392E-02,1.817233E-03
2.400000000000E+02,2.965826E-01,1.114842E-02,-2.554052E-02,-1.331196E-02,2.170372E-02,1.806548E-03
2.405000000000E+02,2.970485E-01,9.575756E-03,-2.621285E-02,-1.261164E-02,2.086828E-02,1.815269E-03
2.410000000000E+02,2.968903E-01,8.866268E-03,-2.619033E-02,-1.257760E-02,2.057404E-02,1.847023E-03
2.415000000000E+02,2.969436E-01,8.104439E-03,-2.544948E-02,-1.227633E-02,2.061575E-02,2.394252E-03
2.420000000000E+02,2.957167E-01,7.203538E-03,-2.489749E-02,-1.165380E-02,2.022140E-02,2.217751E-03
2.425000000000E+02,2.946948E-01,7.118054E-03,-2.461531E-02,-1.152591E-02,1.963971E-02,2.198955E-03
2.430000000000E+02,2.941436E-01,6.725277E-03,-2.436754E-02,-1.128549E-02,1.954843E-02,2.302283E-03
2.435000000000E+02,2.937049E-01,6.661082E-03,-2.406112E-02,-1.179464E-02,1.978631E-02,1.943503E-03
2.440000000000E+02,2.927614E-01,6.656790E-03,-2.327970E-02,-1.172478E-02,1.931978E-02,1.788306E-03
2.445000000000E+02,2.924626E-01,6.505709E-03,-2.287383E-02,-1.154800E-02,1.906145E-02,1.978368E-03
2.450000000000E+02,2.918604E-01,6.371723E-03,-2.278282E-02,-1.153750E-02,1.921504E-02,2.006401E-03
2.455000000000E+02,2.910259E-01,5.980658E-03,-2.221073E-02,-1.147241E-02,1.886282E-02,2.193616E-03
2.460000000000E+02,2.905838E-01,6.149785E-03,-2.170892E-02,-1.137783E-02,1.883240E-02,2.290154E-03
2.465000000000E+02,2.899058E-01,6.219948E-03,-2.140540E-02,-1.128936E-02,1.901600E-02,2.306779E-03
2.470000000000E+02,2.892713E-01,6.303848E-03,-2.113462E-02,-1.123879E-02,1.894360E-02,2.378414E-03
2.475000000000E+02,2.890827E-01,6.304825E-03,-2.077281E-02,-1.136869E-02,1.853730E-02,2.374509E-03
2.480000000000E+02,2.888986E-01,6.319155E-03,-2.034129E-02,-1.128877E-02,1.839830E-02,2.207998E-03
2.485000000000E+02,2.883787E-01,6.287443E-03,-2.016905E-02,-1.158753E-02,1.834943E-02,2.268475E-03
2.490000000000E+02,2.878509E-01,6.250813E-03,-1.982808E-02,-1.189350E-02,1.829261E-02,2.360015E-03
2.495000000000E+02,2.875073E-01,6.400961E-03,-1.939229E-02,-1.174651E-02,1.783729E-02,2.129243E-03
2.500000000000E+02,2.868925E-01,6.462354E-03,-1.896571E-02,-1.156791E-02,1.747619E-02,1.893571E-03
2.505000000000E+02,2.861529E-01,6.432022E-03,-1.872037E-02,-1.154311E-02,1.754266E-02,2.139072E-03
2.510000000000E+02,2.858713E-01,6.756807E-03,-1.819410E-02,-1.188434E-02,1.751786E-02,2.391922E-03
2.515000000000E+02,2.854333E-01,6.689959E-03,-1.812553E-02,-1.175782E-02,1.786106E-02,2.547560E-03
2.520000000000E+02,2.850485E-01,6.663076E-03,-1.806067E-02,-1.190773E-02,1.779885E-02,2.429507E-03
2.525000000000E+02,2.841035E-01,7.097096E-03,-1.739707E-02,-1.242059E-02,1.751338E-02,2.770080E-03
2.530000000000E+02,2.838116E-01,6.859070E-03,-1.724399E-02,-1.202968E-02,1.733922E-02,3.128495E-03
2.535000000000E+02,2.836152E-01,6.776405E-03,-1.700883E-02,-1.187854E-02,1.693522E-02,2.629207E-03
2.540000000000E+02,2.831314E-01,6.675149E-03,-1.667218E-02,-1.194718E-02,1.689435E-02,2.448996E-03
2.545000000000E+02,2.828208E-01,7.147177E-03,-1.664294E-02,-1.192114E-02,1.654887E-02,2.422756E-03
2.550000000000E+02,2.823524E-01,7.141956E-03,-1.632283E-02,-1.181352E-02,1.651634E-02,2.338130E-03
2.555000000000E+02,2.820927E-01,6.957720E-03,-1.597890E-02,-1.177970E-02,1.662430E-02,2.308319E-03
2.560000000000E+02,2.819298E-01,7.230255E-03,-1.565792E-02,-1.219351E-02,1.611512E-02,2.225117E-03
2.565000000000E+02,2.814813E-01,7.159513E-03,-1.534135E-02,-1.254423E-02,1.589076E-02,2.562827E-03
2.570000000000E+02,2.806807E-01,7.198127E-03,-1.538651E-02,-1.234786E-02,1.590768E-02,2.511052E-03
2.575000000000E+02,2.802217E-01,7.440958E-03,-1.485588E-02,-1.244914E-02,1.597148E-02,2.439776E-03
2.580000000000E+02,2.801058E-01,7.104255E-03,-1.454547E-02,-1.249172E-02,1.582251E-02,2.510383E-03
2.585000000000E+02,2.799761E-01,7.136828E-03,-1.420463E-02,-1.269017E-02,1.589365E-02,2.328611E-03
2.590000000000E+02,2.794805E-01,7.315500E-03,-1.372886E-02,-1.292472E-02,1.624016E-02,2.046955E-03
2.595000000000E+02,2.792274E-01,7.440692E-03,-1.377170E-02,-1.251962E-02,1.598819E-02,2.098824E-03
2.600000000000E+02,2.786635E-01,7.521424E-03,-1.366386E-02,-1.266688E-02,1.565219E-02,2.505464E-03
2.605000000000E+02,2.778720E-01,7.381089E-03,-1.303581E-02,-1.262700E-02,1.550452E-02,2.729357E-03
2.610000000000E+02,2.778637E-01,7.653662E-03,-1.282589E-02,-1.268893E-02,1.508220E-02,2.382954E-03
2.615000000000E+02,2.776909E-01,7.705816E-03,-1.245120E-02,-1.279282E-02,1.500981E-02,2.345506E-03
2.620000000000E+02,2.770239E-01,7.560600E-03,-1.191885E-02,-1.308748E-02,1.466647E-02,2.796459E-03
2.625000000000E+02,2.766456E-01,7.808943E-03,-1.179321E-02,-1.328596E-02,1.469296E-02,3.122304E-03
2.630000000000E+02,2.761645E-01,7.781720E-03,-1.172220E-02,-1.309412E-02,1.474272E-02,2.540552E-03
2.635000000000E+02,2.757502E-01,7.766952E-03,-1.150691E-02,-1.316054E-02,1.441140E-02,2.131082E-03
2.640000000000E+02,2.756369E-01,7.761979E-03,-1.126977E-02,-1.327342E-02,1.390080E-02,2.425724E-03
2.645000000000E+02,2.754657E-01,7.934314E-03,-1.098143E-02,-1.323330E-02,1.375222E-02,2.660014E-03
2.650000000000E+02,2.748757E-01,8.038107E-03,-1.067655E-02,-1.323878E-02,1.405352E-02,2.749898E-03
2.655000000000E+02,2.745702E-01,8.078327E-03,-1.034796E-02,-1.352213E-02,1.403441E-02,2.674842E-03
2.660000000000E+02,2.741953E-01,8.229735E-03,-1.031011E-02,-1.374747E-02,1.364219E-02,2.625988E-03
2.665000000000E+02,2.738625E-01,8.303312E-03,-1.025636E-02,-1.382665E-02,1.362852E-02,2.424031E-03
2.670000000000E+02,2.731484E-01,8.286974E-03,-9.837900E-03,-1.412613E-02,1.379318E-02,2.557769E-03
2.675000000000E+02,2.730184E-01,8.433461E-03,-9.526957E-03,-1.409978E-02,1.387642E-02,2.680727E-03
2.680000000000E+02,2.727382E-01,8.478574E-03,-8.967096E-03,-1.389852E-02,1.357977E-02,2.806832E-03
2.685000000000E+02,2.718668E-01,8.836658E-03,-8.926567E-03,-1.408941E-02,1.322512E-02,2.839334E-03
2.690000000000E+02,2.715751E-01,8.755592E-03,-8.845257E-03,-1.423332E-02,1.354565E-02,2.559328E-03
2.695000000000E+02,2.713797E-01,8.751518E-03,-8.494985E-03,-1.421332E-02,1.340039E-02,2.474142E-03
2.700000000000E+02,2.711732E-01,8.919238E-03,-8.306713E-03,-1.392406E-02,1.322823E-02,2.515891E-03
2.705000000000E+02,2.705967E-01,8.945026E-03,-8.108454E-03,-1.417239E-02,1.315260E-02,2.578387E-03
2.710000000000E+02,2.701450E-01,9.133825E-03,-7.819077E-03,-1.438977E-02,1.318551E-02,2.454499E-03
2.715000000000E+02,2.698525E-01,9.056089E-03,-7.550608E-03,-1.455060E-02,1.298105E-02,2.365301E-03
2.720000000000E+02,2.695969E-01,9.020446E-03,-7.393948E-03,-1.458844E-02,1.284058E-02,2.633342E-03
2.725000000000E+02,2.691154E-01,9.181438E-03,-7.090217E-03,-1.479929E-02,1.264033E-02,2.718128E-03
2.730000000000E+02,2.686374E-01,9.236822E-03,-6.696391E-03,-1.505607E-02,1.280250E-02,2.893817E-03
2.735000000000E+02,2.680920E-01,9.462780E-03,-6.535307E-03,-1.489190E-02,1.269891E-02,2.671349E-03
2.740000000000E+02,2.677273E-01,9.364693E-03,-6.122319E-03,-1.502117E-02,1.269602E-02,2.429661E-03
2.745000000000E+02,2.671312E-01,9.415983E-03,-5.800446E-03,-1.515711E-02,1.226524E-02,2.289673E-03
2.750000000000E+02,2.665221E-01,9.626620E-03,-5.691779E-03,-1.542587E-02,1.207543E-02,2.453848E-03
2.755000000000E+02,2.659313E-01,9.896201E-03,-5.601557E-03,-1.552264E-02,1.208472E-02,2.444858E-03
2.760000000000E+02,2.654173E-01,9.811769E-03,-5.322689E-03,-1.565012E-02,1.226829E-02,2.602477E-03
2.765000000000E+02,2.642922E-01,1.016379E-02,-4.704430E-03,-1.602957E-02,1.216135E-02,2.613759E-03
2.770000000000E+02,2.631140E-01,1.060281E-02,-4.170527E-03,-1.591448E-02,1.195934E-02,2.455604E-03
2.775000000000E+02,2.613761E-01,1.140385E-02,-3.669652E-03,-1.639514E-02,1.204482E-02,2.388202E-03
2.780000000000E+02,2.581175E-01,1.568087E-02,-2.511859E-03,-1.785818E-02,1.192442E-02,2.214872E-03
2.785000000000E+02,2.594867E-01,2.166884E-02,-3.032205E-03,-1.949494E-02,1.168252E-02,2.247492E-03
2.790000000000E+02,2.695290E-01,1.811153E-02,-6.110310E-03,-1.863753E-02,1.122307E-02,2.489318E-03
2.795000000000E+02,2.703882E-01,1.299867E-02,-6.084788E-03,-1.713387E-02,1.139510E-02,2.849611E-03
2.800000000000E+02,2.688130E-01,1.184993E-02,-5.583792E-03,-1.704298E-02,1.130487E-02,2.918003E-03
2.805000000000E+02,2.672489E-01,1.136414E-02,-4.884055E-03,-1.713570E-02,1.139059E-02,2.386037E-03
2.810000000000E+02,2.664425E-01,1.104139E-02,-4.272852E-03,-1.720666E-02,1.131117E-02,2.842215E-03
2.815000000000E+02,2.656995E-01,1.105307E-02,-4.240143E-03,-1.714475E-02,1.132297E-02,2.945450E-03
2.820000000000E+02,2.649770E-01,1.124609E-02,-3.775269E-03,-1.737604E-02,1.131730E-02,3.004080E-03
2.825000000000E+02,2.646114E-01,1.121294E-02,-3.638621E-03,-1.746328E-02,1.063065E-02,3.289529E-03
2.830000000000E+02,2.644645E-01,1.120379E-02,-3.242467E-03,-1.756131E-02,1.071115E-02,2.973673E-03
2.835000000000E+02,2.636778E-01,1.137789E-02,-3.163260E-03,-1.784901E-02,1.106764E-02,2.657172E-03
2.840000000000E+02,2.628990E-01,1.152789E-02,-3.056447E-03,-1.796029E-02,1.089060E-02,2.890005E-03
2.845000000000E+02,2.628385E-01,1.173591E-02,-2.729934E-03,-1.814319E-02,1.048009E-02,3.333829E-03
2.850000000000E+02,2.623046E-01,1.181117E-02,-2.367199E-03,-1.845074E-02,1.078246E-02,3.410378E-03
2.855000000000E+02,2.614402E-01,1.176334E-02,-2.269658E-03,-1.832513E-02,1.031499E-02,3.226900E-03
2.860000000000E+02,2.612556E-01,1.177155E-02,-2.326734E-03,-1.834851E-02,1.014425E-02,2.993764E-03
2.865000000000E+02,2.610573E-01,1.194417E-02,-1.753799E-03,-1.880402E-02,1.039359E-02,3.180533E-03
2.870000000000E+02,2.608792E-01,1.185205E-02,-1.624702E-03,-1.938096E-02,1.043026E-02,3.189857E-03
2.875000000000E+02,2.603714E-01,1.190605E-02,-1.407611E-03,-1.932667E-02,1.015321E-02,3.288995E-03
2.880000000000E+02,2.597962E-01,1.208999E-02,-1.247542E-03,-1.901989E-02,1.016243E-02,3.005867E-03
2.885000000000E+02,2.595019E-01,1.235018E-02,-1.101086E-03,-1.938120E-02,1.019985E-02,2.949690E-03
2.890000000000E+02,2.596534E-01,1.233235E-02,-9.029999E-04,-1.963639E-02,1.043148E-02,3.324880E-03
2.895000000000E+02,2.591912E-01,1.222195E-02,-6.427484E-04,-1.988619E-02,1.013201E-02,3.316805E-03
2.900000000000E+02,2.585774E-01,1.248633E-02,-2.787609E-04,-2.010258E-02,9.833946E-03,3.394583E-03
2.905000000000E+02,2.580132E-01,1.256769E-02,-1.452465E-04,-2.027334E-02,9.796196E-03,3.299986E-03
2.910000000000E+02,2.578145E-01,1.267947E-02,-4.143674E-04,-2.057499E-02,9.968454E-03,3.304910E-03
2.915000000000E+02,2.575980E-01,1.273398E-02,-3.718768E-04,-2.054974E-02,9.996527E-03,3.367405E-03
2.920000000000E+02,2.572891E-01,1.305335E-02,-2.312374E-05,-2.091504E-02,9.982279E-03,3.211978E-03
2.925000000000E+02,2.571097E-01,1.314897E-02,1.868714E-04,-2.135885E-02,1.001320E-02,2.996556E-03
2.930000000000E+02,2.565911E-01,1.348362E-02,5.263902E-04,-2.140071E-02,9.493988E-03,3.499324E-03
2.935000000000E+02,2.562989E-01,1.345216E-02,6.303278E-04,-2.151660E-02,9.503943E-03,3.277682E-03
2.940000000000E+02,2.558198E-01,1.319049E-02,5.563600E-04,-2.178198E-02,9.711876E-03,2.883798E-03
2.945000000000E+02,2.555105E-01,1.378993E-02,6.108750E-04,-2.242316E-02,9.402455E-03,3.089532E-03
2.950000000000E+02,2.554764E-01,1.408422E-02,5.992196E-04,-2.241072E-02,9.360215E-03,3.377405E-03
2.955000000000E+02,2.551118E-01,1.402697E-02,4.656316E-04,-2.258257E-02,8.958435E-03,3.305248E-03
2.960000000000E+02,2.545721E-01,1.399326E-02,7.904469E-04,-2.296214E-02,8.972150E-03,3.254538E-03
2.965000000000E+02,2.543373E-01,1.402075E-02,1.098869E-03,-2.318657E-02,9.276742E-03,3.245639E-03
2.970000000000E+02,2.544806E-01,1.398993E-02,1.221195E-03,-2.349910E-02,9.333528E-03,3.056293E-03
2.975000000000E+02,2.542518E-01,1.422686E-02,1.119589E-03,-2.388002E-02,9.000896E-03,3.196741E-03
2.980000000000E+02,2.534916E-01,1.425139E-02,1.269075E-03,-2.381794E-02,8.819569E-03,3.459611E-03
2.985000000000E+02,2.534345E-01,1.438159E-02,1.442580E-03,-2.396283E-02,8.958840E-03,3.334004E-03
2.990000000000E+02,2.527589E-01,1.468562E-02,1.555817E-03,-2.414717E-02,8.738647E-03,3.371669E-03
2.995000000000E+02,2.522415E-01,1.514855E-02,1.442474E-03,-2.438811E-02,8.786471E-03,3.680143E-03
3.000000000000E+02,2.519341E-01,1.532847E-02,1.748006E-03,-2.444150E-02,8.574795E-03,3.757725E-03
3.005000000000E+02,2.516491E-01,1.531696E-02,2.032954E-03,-2.457444E-02,8.412100E-03,3.656322E-03
3.010000000000E+02,2.514922E-01,1.533909E-02,2.044860E-03,-2.468295E-02,8.442731E-03,3.316597E-03
3.015000000000E+02,2.510609E-01,1.534038E-02,1.925978E-03,-2.478093E-02,8.483986E-03,3.670255E-03
3.020000000000E+02,2.507346E-01,1.539408E-02,2.109466E-03,-2.508756E-02,8.588396E-03,3.620312E-03
3.025000000000E+02,2.506103E-01,1.539412E-02,2.383889E-03,-2.531209E-02,8.705145E-03,3.440425E-03
3.030000000000E+02,2.503913E-01,1.558129E-02,2.354126E-03,-2.549301E-02,8.602683E-03,3.698983E-03
3.035000000000E+02,2.493077E-01,1.592899E-02,2.228669E-03,-2.584716E-02,7.878975E-03,3.591576E-03
3.040000000000E+02,2.489310E-01,1.587538E-02,2.560941E-03,-2.606556E-02,7.964896E-03,3.578414E-03
3.045000000000E+02,2.488487E-01,1.614944E-02,2.485902E-03,-2.668690E-02,7.794760E-03,3.775611E-03
3.050000000000E+02,2.487418E-01,1.603477E-02,2.589434E-03,-2.691695E-02,7.866034E-03,3.775368E-03
3.055000000000E+02,2.484910E-01,1.578442E-02,2.874480E-03,-2.717916E-02,7.984986E-03,3.768984E-03
3.060000000000E+02,2.474903E-01,1.625866E-02,2.861890E-03,-2.783077E-02,7.961672E-03,4.107666E-03
3.065000000000E+02,2.473768E-01,1.657575E-02,3.079252E-03,-2.794341E-02,7.958893E-03,3.952288E-03
3.070000000000E+02,2.472736E-01,1.676854E-02,3.199975E-03,-2.822929E-02,7.801365E-03,3.945989E-03
3.075000000000E+02,2.469062E-01,1.682483E-02,3.125647E-03,-2.834041E-02,7.572682E-03,3.988570E-03
3.080000000000E+02,2.465591E-01,1.714141E-02,3.184322E-03,-2.885820E-02,7.940216E-03,4.065095E-03
3.085000000000E+02,2.462256E-01,1.699665E-02,2.999582E-03,-2.889641E-02,7.957065E-03,4.105378E-03
3.090000000000E+02,2.456745E-01,1.704316E-02,3.308724E-03,-2.903499E-02,7.843830E-03,4.078626E-03
3.095000000000E+02,2.452353E-01,1.745416E-02,3.328854E-03,-2.931806E-02,7.644224E-03,4.136479E-03
3.100000000000E+02,2.447812E-01,1.758868E-02,3.020601E-03,-2.993275E-02,7.321849E-03,4.287610E-03
3.105000000000E+02,2.445039E-01,1.784614E-02,3.296816E-03,-3.028132E-02,7.472350E-03,4.468918E-03
3.110000000000E+02,2.441759E-01,1.820705E-02,3.251418E-03,-3.054427E-02,7.787189E-03,4.306008E-03
3.115000000000E+02,2.437241E-01,1.860812E-02,3.073316E-03,-3.076850E-02,7.836783E-03,4.163336E-03
3.120000000000E+02,2.436375E-01,1.847924E-02,3.055359E-03,-3.122703E-02,7.790774E-03,4.123990E-03
3.125000000000E+02,2.432000E-01,1.856270E-02,3.136505E-03,-3.172356E-02,7.491001E-03,4.296045E-03
3.130000000000E+02,2.427292E-01,1.860085E-02,3.248635E-03,-3.200027E-02,7.312777E-03,4.596663E-03
3.135000000000E+02,2.422829E-01,1.891254E-02,2.880001E-03,-3.235934E-02,7.224166E-03,4.958493E-03
3.140000000000E+02,2.423842E-01,1.915256E-02,2.737864E-03,-3.257787E-02,7.273651E-03,4.702114E-03
3.145000000000E+02,2.421121E-01,1.927495E-02,2.856844E-03,-3.246511E-02,7.236936E-03,4.623919E-03
3.150000000000E+02,2.415335E-01,1.993243E-02,2.742012E-03,-3.301887E-02,7.337870E-03,4.719241E-03
3.155000000000E+02,2.412001E-01,2.003079E-02,2.775313E-03,-3.345364E-02,7.471256E-03,4.580706E-03
3.160000000000E+02,2.410132E-01,1.981068E-02,2.731561E-03,-3.375661E-02,7.368421E-03,4.551864E-03
3.165000000000E+02,2.405446E-01,1.995307E-02,2.224081E-03,-3.398781E-02,7.287425E-03,4.786793E-03
3.170000000000E+02,2.403164E-01,2.030122E-02,2.142164E-03,-3.432835E-02,7.247895E-03,4.950046E-03
3.175000000000E+02,2.397825E-01,2.077585E-02,2.592221E-03,-3.491323E-02,7.164892E-03,4.940396E-03
3.180000000000E+02,2.394378E-01,2.082524E-02,2.198232E-03,-3.547643E-02,7.113635E-03,4.800586E-03
3.185000000000E+02,2.392595E-01,2.098948E-02,1.928339E-03,-3.563415E-02,7.217941E-03,4.857928E-03
3.190000000000E+02,2.386888E-01,2.084855E-02,1.787478E-03,-3.561569E-02,7.577568E-03,5.065187E-03
3.195000000000E+02,2.381154E-01,2.095758E-02,1.414862E-03,-3.620768E-02,7.419691E-03,4.903271E-03
3.200000000000E+02,2.378387E-01,2.138365E-02,1.542758E-03,-3.658381E-02,7.374161E-03,4.690737E-03
3.205000000000E+02,2.375020E-01,2.162542E-02,1.343357E-03,-3.659454E-02,7.131335E-03,4.950033E-03
3.210000000000E+02,2.371352E-01,2.154375E-02,1.006794E-03,-3.679011E-02,7.106675E-03,5.375796E-03
3.215000000000E+02,2.370170E-01,2.176466E-02,6.099371E-04,-3.717013E-02,7.325916E-03,5.218395E-03
3.220000000000E+02,2.369483E-01,2.208867E-02,5.329562E-04,-3.741732E-02,7.417106E-03,5.043344E-03
3.225000000000E+02,2.364323E-01,2.270267E-02,3.171577E-04,-3.788973E-02,7.593215E-03,4.918759E-03
3.230000000000E+02,2.357778E-01,2.284914E-02,1.109398E-04,-3.827265E-02,7.429001E-03,5.326519E-03
3.235000000000E+02,2.355845E-01,2.281110E-02,1.850942E-04,-3.874801E-02,7.192447E-03,4.972604E-03
3.240000000000E+02,2.350152E-01,2.287853E-02,2.172887E-04,-3.898276E-02,7.045151E-03,4.601394E-03
3.245000000000E+02,2.346924E-01,2.316703E-02,-6.315407E-04,-3.904078E-02,7.118385E-03,4.889948E-03
3.250000000000E+02,2.347821E-01,2.337683E-02,-1.174639E-03,-3.919100E-02,7.184763E-03,4.935344E-03
3.255000000000E+02,2.344456E-01,2.366830E-02,-1.147712E-03,-3.932339E-02,7.281235E-03,5.290249E-03
3.260000000000E+02,2.338759E-01,2.362204E-02,-1.070749E-03,-3.939902E-02,7.492788E-03,5.185053E-03
3.265000000000E+02,2.329957E-01,2.403164E-02,-1.705651E-03,-3.959494E-02,7.421353E-03,4.805283E-03
3.270000000000E+02,2.328811E-01,2.417727E-02,-2.354729E-03,-4.005482E-02,7.277492E-03,5.188146E-03
3.275000000000E+02,2.323191E-01,2.405165E-02,-2.769006E-03,-4.046041E-02,7.191663E-03,5.172040E-03
3.280000000000E+02,2.321511E-01,2.460244E-02,-2.886291E-03,-4.075249E-02,7.244130E-03,5.181514E-03
3.285000000000E+02,2.315908E-01,2.486581E-02,-3.114024E-03,-4.103671E-02,7.448926E-03,5.085077E-03
3.290000000000E+02,2.314952E-01,2.504614E-02,-3.709531E-03,-4.107104E-02,7.527863E-03,5.287609E-03
3.295000000000E+02,2.312775E-01,2.553575E-02,-4.368091E-03,-4.119363E-02,7.318402E-03,5.299196E-03
3.300000000000E+02,2.309205E-01,2.580972E-02,-4.469621E-03,-4.132919E-02,7.160260E-03,5.233934E-03
3.305000000000E+02,2.306623E-01,2.589456E-02,-4.614583E-03,-4.142203E-02,7.314005E-03,5.231448E-03
3.310000000000E+02,2.302426E-01,2.599551E-02,-5.146720E-03,-4.156684E-02,7.616908E-03,5.246164E-03
3.315000000000E+02,2.298008E-01,2.612757E-02,-5.546285E-03,-4.186281E-02,7.377638E-03,5.370485E-03
3.320000000000E+02,2.294479E-01,2.669806E-02,-6.051115E-03,-4.199133E-02,7.331169E-03,5.221194E-03
3.325000000000E+02,2.290008E-01,2.694480E-02,-6.510654E-03,-4.205624E-02,7.223567E-03,5.223132E-03
3.330000000000E+02,2.287586E-01,2.690497E-02,-6.919960E-03,-4.196579E-02,6.929471E-03,4.998147E-03
3.335000000000E+02,2.283249E-01,2.683625E-02,-7.290466E-03,-4.222351E-02,6.914522E-03,5.036747E-03
3.340000000000E+02,2.278767E-01,2.740094E-02,-7.425543E-03,-4.240860E-02,7.125848E-03,5.048298E-03
3.345000000000E+02,2.274724E-01,2.820801E-02,-7.722948E-03,-4.259329E-02,7.434031E-03,5.142466E-03
3.350000000000E+02,2.269093E-01,2.807807E-02,-8.739587E-03,-4.252936E-02,7.653290E-03,5.474572E-03
3.355000000000E+02,2.268290E-01,2.805407E-02,-8.892944E-03,-4.226467E-02,7.352944E-03,5.551489E-03
3.360000000000E+02,2.263177E-01,2.845796E-02,-9.046112E-03,-4.216694E-02,7.122445E-03,5.471317E-03
3.365000000000E+02,2.254256E-01,2.858661E-02,-9.584894E-03,-4.204752E-02,7.308083E-03,5.344626E-03
3.370000000000E+02,2.251864E-01,2.896969E-02,-1.027667E-02,-4.206736E-02,7.247777E-03,5.225970E-03
3.375000000000E+02,2.248818E-01,2.951404E-02,-1.078506E-02,-4.196161E-02,7.229996E-03,5.115052E-03
3.380000000000E+02,2.245813E-01,2.990126E-02,-1.116089E-02,-4.214300E-02,7.395389E-03,5.289325E-03
3.385000000000E+02,2.244291E-01,3.019205E-02,-1.147683E-02,-4.211202E-02,7.495597E-03,5.302292E-03
3.390000000000E+02,2.240122E-01,3.025335E-02,-1.181940E-02,-4.200482E-02,7.589354E-03,5.261530E-03
3.395000000000E+02,2.236551E-01,3.052476E-02,-1.249748E-02,-4.174252E-02,7.945636E-03,5.349230E-03
3.400000000000E+02,2.234174E-01,3.062559E-02,-1.292360E-02,-4.193911E-02,8.059382E-03,5.008269E-03
3.405000000000E+02,2.228128E-01,3.107972E-02,-1.343827E-02,-4.187509E-02,7.979404E-03,4.928022E-03
3.410000000000E+02,2.223927E-01,3.122795E-02,-1.414774E-02,-4.147623E-02,7.644896E-03,4.912758E-03
3.415000000000E+02,2.220988E-01,3.154461E-02,-1.413509E-02,-4.136688E-02,7.520107E-03,4.902618E-03
3.420000000000E+02,2.214866E-01,3.177854E-02,-1.423987E-02,-4.115909E-02,7.535163E-03,5.320487E-03
3.425000000000E+02,2.208341E-01,3.213755E-02,-1.488926E-02,-4.067634E-02,7.693858E-03,5.354971E-03
3.430000000000E+02,2.206890E-01,3.263525E-02,-1.512410E-02,-4.059693E-02,7.619954E-03,5.172451E-03
3.435000000000E+02,2.203704E-01,3.261336E-02,-1.527790E-02,-4.055645E-02,7.551992E-03,4.891147E-03
3.440000000000E+02,2.199474E-01,3.275664E-02,-1.572111E-02,-4.018531E-02,7.647974E-03,4.854745E-03
3.445000000000E+02,2.194687E-01,3.324128E-02,-1.660818E-02,-4.007253E-02,7.624548E-03,4.912664E-03
